Ybrest,YLeHavre,ThetaS,PhiS,RS,ThetaL,PhiL,RL,cos(ThetaS),sin(ThetaS),cos(ThetaL),sin(ThetaL),delta,VRS,VRL 
97,100,75.1247078,-0.0001097,1.014737118,117.085497,0.1726901,0.002421902,0.256716037,0.966486873,-0.455319557,0.890328086,0.743602576,0.2249093,0.0362758 
87,92,76.0819519,-0.0000711,1.014864343,131.6804328,1.4774471,0.002446799,0.240533805,0.970640762,-0.66497533,0.746865323,0.56498888,0.2157389,0.0491278 
76,82,77.0388763,-0.0000352,1.014986415,145.9377312,2.6607843,0.002477696,0.224289874,0.974522474,-0.828429355,0.560093567,0.360015454,0.2070738,0.0570285 
65,70,77.9954819,-0.0000039,1.015103636,159.8321786,3.6561583,0.002511761,0.207988823,0.978131203,-0.938686802,0.344771066,0.141994974,0.1989416,0.0601875 
57,61,78.9517745,0.0000211,1.015216311,173.3690245,4.4197813,0.002546458,0.191635157,0.981466233,-0.993310483,0.115474175,-0.077019207,0.1913262,0.0593719 
55,55,79.9077646,0.0000389,1.015324727,186.5735167,4.9279496,0.002579782,0.175233307,0.984526936,-0.993425786,-0.114477981,-0.286787941,0.1841832,0.0556174 
54,54,80.863466,0.0000487,1.01542914,199.4813452,5.1730054,0.002610345,0.158787648,0.987312758,-0.942750125,-0.333499929,-0.47896581,0.1774515,0.0499775 
58,58,81.8188954,0.0000504,1.015529767,212.1314464,5.1596299,0.002637327,0.142302511,0.989823214,-0.846830139,-0.531863437,-0.646956831,0.1710619,0.0433475 
63,63,82.7740717,0.0000441,1.015626785,224.5615415,4.9021031,0.002660354,0.125782187,0.992057882,-0.71249719,-0.701674963,-0.785721633,0.1649418,0.0363656 
68,68,83.729015,0.0000303,1.015720328,236.8061815,4.4224592,0.002679337,0.109230948,0.994016398,-0.547472944,-0.836823384,-0.891617155,0.1590176,0.0293799 
72,72,84.6837468,0.00001,1.015810489,248.8967987,3.749169,0.002694308,0.092653043,0.995698455,-0.360048935,-0.932933419,-0.962279994,0.1532158,0.0224675 
75,75,85.6382891,-0.0000159,1.015897317,260.8631663,2.9159765,0.002705278,0.07605271,0.997103799,-0.158792813,-0.987311928,-0.996529097,0.1474639,0.0154914 
76,76,86.5926642,-0.0000461,1.01598082,272.7356643,1.9606644,0.002712138,0.059434182,0.998232227,0.04772821,-0.99886036,-0.994257914,0.1416912,0.0081849 
75,75,87.5468944,-0.0000791,1.016060967,284.5477994,0.9237263,0.00271461,0.04280169,0.999083588,0.251187601,-0.967938422,-0.956300138,0.13583,0.0002477 
73,74,88.5010016,-0.0001134,1.016137687,296.3385158,-0.1529166,0.002712257,0.026159473,0.999657782,0.443673734,-0.896188383,-0.884275421,0.1298158,-0.0085558 
70,72,89.4550068,-0.0001475,1.016210875,308.1539393,-1.2269437,0.002704544,0.009511782,0.999954762,0.617776437,-0.786353784,-0.780442056,0.1235876,-0.0183095 
65,67,90.4089305,-0.0001797,1.01628039,320.0482768,-2.2562259,0.002690951,-0.007137123,0.99997453,0.766585777,-0.642141921,-0.647596783,0.1170875,-0.0288759 
59,62,91.3627918,-0.0002086,1.01634606,332.0836278,-3.1989157,0.002671111,-0.023782961,0.999717145,0.883631884,-0.46818233,-0.489065285,0.1102599,-0.0398519 
53,56,92.3166085,-0.0002325,1.016407678,344.3284262,-4.0131587,0.002644974,-0.04042143,0.99918272,0.962825881,-0.270122792,-0.308820825,0.1030501,-0.0505503 
48,50,93.2703968,-0.0002503,1.016465008,356.8541453,-4.6567696,0.002612962,-0.057048203,0.998371425,0.99849307,-0.05487794,-0.111750802,0.0954041,-0.0600161 
46,47,94.2241706,-0.0002607,1.016517785,9.7298374,-5.0874682,0.002576117,-0.073658914,0.997283492,0.985615593,0.169002672,0.095944201,0.0872698,-0.0670837 
48,47,95.1779415,-0.0002628,1.016565711,23.0141744,-5.2645015,0.002536186,-0.090249165,0.995919218,0.920408162,0.39095884,0.306297355,0.0786012,-0.0704909 
52,52,96.1317175,-0.0002561,1.016608468,36.7451243,-5.1525688,0.002495633,-0.106814495,0.994278967,0.801304725,0.598256414,0.509242809,0.0693667,-0.0690648 
61,61,97.0855026,-0.0002405,1.016645726,50.9284178,-4.7286237,0.00245751,-0.123350386,0.992363181,0.630290823,0.776359117,0.692683586,0.0595626,-0.0619811 
72,72,98.0392958,-0.0002164,1.016677166,65.5274595,-3.9910129,0.002425173,-0.139852235,0.990172385,0.414257088,0.910159912,0.843280431,0.0492285,-0.0490628 
84,84,98.9930913,-0.0001851,1.016702506,80.4586455,-2.9684614,0.002401832,-0.156315369,0.987707196,0.165759436,0.986166218,0.948132723,0.0384608,-0.0310293 
94,94,99.9468787,-0.0001483,1.016721538,95.5959282,-1.7245386,0.002389999,-0.172735047,0.984968326,-0.097512172,0.995234332,0.997118064,0.0274148,-0.0095594 
100,100,100.9006443,-0.0001082,1.016734157,110.7858976,-0.3533469,0.002390989,-0.189106485,0.981956586,-0.35487686,0.934913052,0.985153544,0.0162905,0.0129386 
103,103,101.8543737,-0.0000674,1.016740381,125.8703096,1.0343673,0.002404633,-0.205424905,0.978672881,-0.585952518,0.810345387,0.913432295,0.0053013,0.0338321 
100,102,102.8080543,-0.0000284,1.016740344,140.7094477,2.3302446,0.002429321,-0.221685576,0.975118201,-0.77394464,0.633253263,0.789069146,-0.0053626,0.0508615 
93,97,103.7616768,0.0000063,1.016734277,155.1994809,3.4451141,0.002462359,-0.237883846,0.97129361,-0.907773678,0.419460307,0.623363809,-0.0155613,0.0625871 
83,88,104.7152372,0.0000349,1.016722474,169.2801099,4.3180557,0.002500503,-0.25401517,0.967200234,-0.982548284,0.186007716,0.429488876,-0.0252155,0.0685386 
72,78,105.6687364,0.0000562,1.01670526,182.9329236,4.9169317,0.002540491,-0.27007511,0.962839257,-0.99869012,-0.051166821,0.22045592,-0.0343005,0.0690886 
61,66,106.6221801,0.0000693,1.016682961,196.1736052,5.2333041,0.002579454,-0.286059328,0.958211908,-0.960422108,-0.278548692,0.007829029,-0.0428313,0.0651755 
52,56,107.5755782,0.000074,1.016655885,209.0416838,5.2755287,0.002615155,-0.301963575,0.953319464,-0.874266767,-0.485445795,-0.198788207,-0.0508476,0.0580038 
49,50,108.5289435,0.0000704,1.016624316,221.5906305,5.062671,0.00264607,-0.31778367,0.948163245,-0.747906651,-0.663803917,-0.391721955,-0.058401,0.0488002 
48,48,109.4822914,0.000059,1.016588505,233.8798051,4.620317,0.002671348,-0.333515498,0.942744617,-0.589481111,-0.807782161,-0.564931198,-0.065548,0.0386458 
51,51,110.4356392,0.0000407,1.016548669,245.9687269,3.9782472,0.002690694,-0.349154989,0.937064989,-0.407235213,-0.913323317,-0.713655098,-0.0723468,0.0283798 
56,56,111.3890059,0.0000165,1.016504993,257.9135564,3.1694383,0.002704219,-0.364698124,0.931125812,-0.20938721,-0.977832806,-0.834122243,-0.078856,0.0185586 
62,62,112.3424116,-0.0000124,1.016457627,269.7654303,2.2297654,0.002712272,-0.380140916,0.924928583,-0.004094002,-0.99999162,-0.923364534,-0.0851352,0.0094555 
68,68,113.2958773,-0.0000445,1.016406686,281.5702473,1.1978817,0.002715285,-0.395479415,0.91847484,0.200569218,-0.979679534,-0.979132,-0.0912459,0.0010945 
72,72,114.2494248,-0.0000784,1.016352249,293.3695212,0.1149361,0.002713648,-0.410709699,0.911766167,0.39665963,-0.917965761,-0.99988208,-0.0972516,-0.0066907 
74,74,115.2030763,-0.0001124,1.016294358,305.2019462,-0.9760165,0.002707615,-0.425827873,0.90480419,0.576460072,-0.817125318,-0.984811178,-0.1032183,-0.0141748 
76,76,116.1568542,-0.000145,1.016233016,317.105326,-2.0308795,0.002697276,-0.44083006,0.897590585,0.732606173,-0.680652772,-0.933902342,-0.1092138,-0.0216475 
75,76,117.1107805,-0.0001745,1.016168187,329.1185082,-3.0055148,0.002682572,-0.455712397,0.890127076,0.85823075,-0.513264045,-0.847976616,-0.115307,-0.0293153 
73,74,118.064877,-0.0001995,1.016099793,341.2829415,-3.8567084,0.002663371,-0.470471038,0.882415436,0.947114781,-0.320894986,-0.728752764,-0.1215675,-0.0372112 
69,72,119.0191646,-0.0002186,1.016027719,353.6434481,-4.5430171,0.002639587,-0.485102141,0.874457496,0.993852162,-0.110715314,-0.578935647,-0.128065,-0.0451243 
64,67,119.9736627,-0.0002307,1.015951807,6.2477779,-5.0255785,0.002611342,-0.499601859,0.866255149,0.99406056,0.108828322,-0.402361409,-0.1348691,-0.0525579 
58,61,120.9283893,-0.0002348,1.01587186,19.1445011,-5.2691895,0.002579125,-0.513966349,0.857810348,0.94469448,0.327951733,-0.204220782,-0.1420481,-0.0587289 
53,55,121.8833601,-0.0002304,1.015787643,32.3788495,-5.2441719,0.002543949,-0.528191753,0.849125121,0.844525666,0.535515078,0.008647814,-0.1496668,-0.0626211 
50,51,122.8385879,-0.0002172,1.015698885,45.9863027,-4.929629,0.002507455,-0.542274197,0.84020158,0.694830318,0.719173713,0.227462337,-0.1577808,-0.0631054 
51,50,123.7940818,-0.0001956,1.015605288,59.9841747,-4.318494,0.002471922,-0.556209778,0.831041926,0.50023918,0.865887269,0.4413507,-0.1664276,-0.0591398 
55,55,124.7498463,-0.0001664,1.015506541,74.3622637,-3.4240421,0.002440141,-0.569994558,0.821648467,0.269554123,0.962985241,0.637590964,-0.1756126,-0.0500408 
65,65,125.7058808,-0.000131,1.015402343,89.0747256,-2.2862285,0.002415124,-0.58362456,0.812023628,0.016148383,0.999869606,0.802493153,-0.1852941,-0.0357796 
78,78,126.6621794,-0.0000914,1.015292432,104.0362864,-0.9747359,0.002399651,-0.59709577,0.802169958,-0.242536352,0.970142318,0.923036453,-0.1953724,-0.0172045 
90,90,127.6187314,-0.00005,1.015176622,119.1259088,0.4147875,0.002395751,-0.61040415,0.79209013,-0.486730445,0.873552216,0.989034372,-0.2056898,0.0039426 
100,100,128.575523,-0.0000093,1.015054832,134.1993257,1.7728094,0.002404246,-0.623545671,0.781786925,-0.697156666,0.716918812,0.995186775,-0.2160484,0.0252961 
105,105,129.5325394,0.0000282,1.014927097,149.1085997,2.9936043,0.002424529,-0.636516338,0.771263218,-0.858141975,0.513412457,0.942197531,-0.2262412,0.0443717 
105,106,130.4897673,0.0000602,1.014793569,163.7236019,3.9922248,0.002454662,-0.649312234,0.760521941,-0.959920826,0.280271312,0.836440818,-0.2360862,0.0591178 
99,102,131.4471968,0.0000851,1.014654488,177.9492075,4.7145804,0.002491741,-0.661929537,0.749566066,-0.999359496,0.035785439,0.688329119,-0.2454499,0.0682939 
89,94,132.4048222,0.0001019,1.014510158,191.7339412,5.1384094,0.002532413,-0.674364536,0.738398587,-0.979102511,-0.203367337,0.510105856,-0.2542551,0.071573 
76,83,133.3626427,0.0001101,1.014360912,205.069488,5.2673769,0.00257337,-0.686613632,0.727022503,-0.905794572,-0.423717116,0.313879023,-0.262473,0.0694064 
62,69,134.3206615,0.0001097,1.014207088,217.9835546,5.1224901,0.002611729,-0.698673327,0.715440831,-0.788187432,-0.61543527,0.110378015,-0.2701105,0.0627689 
49,55,135.2788855,0.0001012,1.014049015,230.52967,4.7342884,0.002645258,-0.710540212,0.703656597,-0.635678558,-0.771953866,-0.091515253,-0.277195,0.0528945 
40,44,136.2373247,0.0000855,1.013887001,242.7768991,4.137455,0.002672457,-0.722210964,0.691672844,-0.457456491,-0.889232005,-0.284677537,-0.2837644,0.0410619 
38,38,137.1959911,0.0000635,1.013721331,254.8011424,3.3679961,0.002692543,-0.733682323,0.679492641,-0.262169937,-0.965021722,-0.463375709,-0.2898605,0.0284447 
40,40,138.1548988,0.0000364,1.013552267,266.6785593,2.462378,0.002705355,-0.744951098,0.667119076,-0.057937613,-0.998320206,-0.622837764,-0.2955263,0.0160182 
47,47,139.1140636,0.0000058,1.013380044,278.4809915,1.4578258,0.002711225,-0.756014157,0.654555265,0.147481286,-0.989064846,-0.758895543,-0.300806,0.0045071 
56,56,140.0735026,-0.000027,1.013204872,290.2730252,0.3930677,0.002710827,-0.766868421,0.641804351,0.346494056,-0.938052168,-0.867761312,-0.3057466,-0.0056358 
65,65,141.0332343,-0.0000604,1.013026932,302.1103432,-0.6910299,0.002705016,-0.777510867,0.628869503,0.531551496,-0.847025978,-0.94595587,-0.3103994,-0.0142253 
72,72,141.9932784,-0.0000928,1.012846375,314.0391344,-1.75132,0.002694685,-0.787938522,0.615753916,0.695149535,-0.718865164,-0.990379137,-0.3148224,-0.0213145 
78,78,142.9536556,-0.0001225,1.012663314,326.0964294,-2.7429345,0.002680639,-0.798148463,0.602460812,0.829977526,-0.557796833,-0.99849602,-0.3190808,-0.0271392 
82,82,143.914387,-0.0001481,1.012477823,338.3112755,-3.6205724,0.002663515,-0.808137806,0.588993452,0.929205318,-0.369563902,-0.968596665,-0.3232475,-0.0320374 
84,84,144.8754944,-0.0001681,1.012289934,350.7066148,-4.3403712,0.002643746,-0.817903711,0.575355125,0.986874367,-0.161489887,-0.900082241,-0.3274016,-0.0363505 
83,84,145.8369994,-0.0001815,1.012099629,3.3015954,-4.8621067,0.002621593,-0.827443374,0.561549164,0.998340213,0.057591826,-0.793729352,-0.3316272,-0.0403175 
80,82,146.7989228,-0.0001872,1.011906842,16.1138745,-5.15146,0.002597235,-0.836754019,0.547578955,0.960711973,0.277547303,-0.651900542,-0.3360105,-0.0439796 
74,77,147.7612844,-0.0001846,1.011711457,29.1613036,-5.1822166,0.002570896,-0.845832901,0.53344794,0.873251369,0.487269994,-0.478691564,-0.3406375,-0.0471129 
66,70,148.7241021,-0.0001735,1.01151331,42.4623063,-4.9384582,0.002543017,-0.854677296,0.519159628,0.737721634,0.675105022,-0.280026659,-0.3455903,-0.0492093 
57,61,149.6873911,-0.0001542,1.01131219,56.0343036,-4.4169768,0.002514403,-0.8632845,0.504717616,0.55869645,0.829372219,-0.063715216,-0.350943,-0.0495194 
49,53,150.6511635,-0.0001273,1.011107849,69.8897684,-3.6301179,0.002486335,-0.871651827,0.490125589,0.343827388,0.939032868,0.160546267,-0.3567549,-0.0471709 
47,47,151.6154272,-0.0000941,1.010900008,84.0299542,-2.6089125,0.00246059,-0.879776605,0.475387342,0.104008514,0.994576407,0.381304777,-0.3630608,-0.0413621 
50,50,152.580185,-0.0000561,1.010688383,98.437087,-1.40564,0.002439325,-0.887656178,0.460506797,-0.146723344,0.989177568,0.585762876,-0.3698598,-0.031611 
60,60,153.5454347,-0.0000157,1.010472699,113.0668319,-0.0941094,0.002424826,-0.895287908,0.445488003,-0.391804573,0.920048464,0.76064845,-0.3771036,-0.0180046 
76,76,154.5111688,0.000025,1.010252725,127.8438426,1.2344339,0.002419119,-0.902669188,0.430335146,-0.613511499,0.789685786,0.893627474,-0.3846906,-0.0013608 
90,90,155.4773751,0.0000634,1.010028307,142.6635149,2.4809369,0.002423548,-0.909797446,0.415052535,-0.795087435,0.606494823,0.975095732,-0.3924702,0.0167949 
101,101,156.4440385,0.0000973,1.009799382,157.4018282,3.552401,0.002438427,-0.916670174,0.399644583,-0.923222479,0.384265865,0.999860281,-0.4002604,0.0344762 
107,107,157.4111431,0.0001248,1.009566001,171.9321995,4.3758908,0.002462886,-0.923284939,0.384115766,-0.990102686,0.140344829,0.968055559,-0.4078748,0.0496475 
107,108,158.3786739,0.0001445,1.009328313,186.1449035,4.9077446,0.002494969,-0.929639402,0.3684706,-0.994254358,-0.107043315,0.884855712,-0.4151494,0.0606476 
102,105,159.3466185,0.0001557,1.009086553,199.9631071,5.1351714,0.002531943,-0.935731325,0.352713606,-0.939912654,-0.341415002,0.759083996,-0.4219608,0.0664782 
91,97,160.3149685,0.0001582,1.008841012,213.3511693,5.0710812,0.002570714,-0.941558579,0.336849288,-0.835316711,-0.549769036,0.601310307,-0.4282317,0.0668854 
77,84,161.283719,0.0001524,1.008592015,226.3143956,4.7455255,0.002608238,-0.947119135,0.320882134,-0.690700743,-0.723140708,0.422132957,-0.4339253,0.0622687 
62,69,162.2528689,0.000139,1.008339899,238.8924946,4.1972962,0.002641845,-0.952411064,0.304816611,-0.51664549,-0.856199415,0.231075077,-0.4390342,0.0534955 
46,54,163.2224204,0.0001191,1.008084999,251.150095,3.4678162,0.002669454,-0.957432525,0.288657166,-0.323090111,-0.946368206,0.036161016,-0.4435698,0.0417016 
35,40,164.192378,0.0000939,1.00782764,263.1670764,2.5978439,0.002689675,-0.962181764,0.272408248,-0.118974532,-0.992897306,-0.15599829,-0.4475526,0.0281201 
30,31,165.1627488,0.0000648,1.007568134,275.0302003,1.6265201,0.002701826,-0.966657105,0.25607429,0.08768082,-0.99614862,-0.339845338,-0.4510076,0.0139523 
32,32,166.1335416,0.0000332,1.007306779,286.8264326,0.5919347,0.002705888,-0.970856947,0.239659733,0.289473412,-0.957186055,-0.510436227,-0.4539611,0.0002752 
41,41,167.1047672,7.00E-07,1.007043856,298.6377365,-0.4675931,0.002702411,-0.974779766,0.223169012,0.479270017,-0.877667506,-0.663050905,-0.456442,-0.0120236 
53,53,168.0764379,-0.0000311,1.006779629,310.536941,-1.5121953,0.002692391,-0.978424104,0.206606566,0.649938179,-0.759987081,-0.792933502,-0.4584832,-0.0222942 
64,64,169.0485679,-0.0000606,1.00651434,322.5844063,-2.4996494,0.002677123,-0.981788574,0.189976831,0.794249287,-0.607592026,-0.895213282,-0.4601252,-0.0301567 
74,74,170.0211731,-0.0000864,1.006248207,334.8254688,-3.3855244,0.00265804,-0.984871856,0.17328424,0.905016228,-0.425377041,-0.965036149,-0.4614195,-0.0355139 
82,82,170.9942707,-0.0001069,1.005981411,347.2889379,-4.1245629,0.002636551,-0.987672693,0.156533228,0.97549208,-0.220034547,-0.997909608,-0.4624308,-0.0385366 
89,89,171.9678797,-0.000121,1.005714094,359.9871011,-4.6733354,0.002613901,-0.990189892,0.139728228,0.999999975,-0.000225128,-0.990221324,-0.4632384,-0.0396138 
92,92,172.9420198,-0.0001277,1.005446347,12.9176471,-4.9938702,0.002591069,-0.992422318,0.122873683,0.974692387,0.223550332,-0.939838026,-0.4639353,-0.0392636 
91,92,173.9167109,-0.0001263,1.005178205,26.0675576,-5.0576433,0.002568722,-0.994368895,0.105974058,0.898276537,0.439430612,-0.846650002,-0.464624,-0.0380151 
88,90,174.8919728,-0.0001166,1.004909642,39.4183997,-4.8491678,0.002547252,-0.996028601,0.089033842,0.772529699,0.634978633,-0.712927088,-0.4654119,-0.0362798 
81,85,175.8678237,-0.0000987,1.00464057,52.9518122,-4.3685554,0.002526874,-0.997400474,0.072057578,0.602486491,0.79812908,-0.543409063,-0.4664045,-0.0342428 
71,76,176.8442797,-0.0000734,1.004370842,66.6536196,-3.6327965,0.002507777,-0.998483606,0.055049867,0.396288847,0.91812589,-0.345145209,-0.467698,-0.0318042 
59,65,177.8213539,-0.0000418,1.00410026,80.5151549,-2.6758892,0.002490288,-0.999277154,0.038015385,0.164786725,0.986329223,-0.127171924,-0.4693723,-0.0285925 
48,53,178.7990554,-0.0000055,1.003828587,94.5310016,-1.5480873,0.002475007,-0.999780338,0.020958903,-0.078998496,0.996874735,0.099874544,-0.4714836,-0.02406 
44,45,179.7773885,0.0000335,1.003555562,108.6933145,-0.3143093,0.002462862,-0.999992452,0.003885294,-0.320502464,0.947247682,0.324180381,-0.474057,-0.01765 
47,47,180.7563528,0.0000731,1.003280919,122.9839515,0.9487236,0.002455055,-0.99991287,-0.013200463,-0.544404103,0.838823088,0.533283815,-0.4770793,-0.0090044 
60,60,181.7359424,0.000111,1.003004413,137.3666768,2.1573816,0.002452888,-0.999541053,-0.030293275,-0.735703292,0.677303969,0.714847888,-0.4804942,0.0018387 
76,76,182.7161467,0.0001451,1.002725845,151.7823995,3.2285489,0.002457498,-0.99887656,-0.047387949,-0.881158249,0.472821467,0.857762281,-0.4842024,0.0143263 
90,90,183.696951,0.0001733,1.002445082,166.1502599,4.088991,0.002469552,-0.997919051,-0.064479204,-0.970926836,0.239376437,0.953471585,-0.4880685,0.0274044 
101,101,184.6783381,0.0001942,1.002162078,180.375845,4.6846152,0.002488999,-0.996668294,-0.081561703,-0.999978485,-0.006559686,0.99718187,-0.4919362,0.039683 
106,106,185.6602896,0.0002069,1.001876878,194.3651011,4.9867654,0.002514954,-0.995124167,-0.098630076,-0.968734459,-0.248099876,0.988481181,-0.495648,0.0497072 
105,105,186.642788,0.000211,1.001589614,208.0399248,4.993427,0.002545742,-0.993286655,-0.115678961,-0.882620242,-0.470086704,0.931074048,-0.499063,0.0562448 
99,102,187.6258175,0.0002066,1.001300491,221.3506623,4.7252752,0.002579096,-0.991155845,-0.132703019,-0.750680251,-0.660665696,0.83171345,-0.50207,0.0585005 
89,94,188.609365,0.0001945,1.001009768,234.2823659,4.2185162,0.002612441,-0.988731926,-0.149696954,-0.583791121,-0.81190389,0.698752459,-0.5045916,0.0562089 
76,83,189.5934205,0.0001756,1.000717741,246.854444,3.5172348,0.002643196,-0.986015181,-0.16665552,-0.393068345,-0.919509259,0.540812649,-0.5065814,0.0496129 
61,68,190.5779768,0.0001511,1.000424725,259.1155208,2.6673444,0.002669049,-0.983005983,-0.183573519,-0.188829434,-0.982009901,0.365891477,-0.5080168,0.039368 
46,54,191.5630296,0.0001225,1.000131041,271.1360056,1.7130239,0.002688152,-0.979704792,-0.200445803,0.019825739,-0.999803451,0.180983034,-0.5088911,0.0264184 
34,40,192.5485767,0.0000913,0.999837014,283.0003449,0.6955093,0.00269926,-0.976112154,-0.217267263,0.22495692,-0.974368711,-0.007884761,-0.5092063,0.0118768 
27,29,193.5346182,0.000059,0.999542965,294.7999661,-0.3464068,0.002701792,-0.972228695,-0.234032829,0.419451545,-0.907777727,-0.195353039,-0.5089688,-0.0030804 
30,28,194.5211561,0.0000272,0.999249211,306.6270854,-1.3749312,0.002695845,-0.968055123,-0.250737469,0.596604324,-0.802535532,-0.376320144,-0.5081871,-0.0172995 
37,37,195.5081942,-0.0000026,0.998956062,318.5690874,-2.3515857,0.002682154,-0.963592224,-0.267376188,0.749754165,-0.661716474,-0.545530055,-0.5068724,-0.0297279 
49,49,196.4957385,-0.0000289,0.998663823,330.7030857,-3.2359172,0.002662018,-0.958840856,-0.28394403,0.872095627,-0.489335485,-0.697257029,-0.5050414,-0.039489 
62,62,197.483797,-0.0000501,0.998372785,343.0904893,-3.9852024,0.002637173,-0.953801951,-0.30043608,0.956765316,-0.290861014,-0.825179482,-0.5027207,-0.0459573 
